address,geometry
"5544 MCDOUGALL, DETROIT, MI","[-83.0386955, 42.3723824]"
"5061-5071 LAKEWOOD ST., DETROIT, MI","[-82.9609936, 42.3957571]"
"14854 GLENFIELD, DETROIT, MI","[-82.9675195, 42.4180872]"
"12649 GLENFIELD, DETROIT, MI","[-82.9839867, 42.4140072]"
"14220 GLENFIELD, DETROIT, MI","[-82.9749164, 42.4166997]"
"5792 HOLCOMB, DETROIT, MI","[-83.0064617, 42.3861328]"
"6415 IROQOUIS, DETROIT, MI","[-83.0168036, 42.3883441]"
"6432 IROQUOIS, DETROIT, MI","[-83.01636490000001, 42.388744]"
"6433 IROQUOIS, DETROIT, MI","[-83.01692159999999, 42.3885252]"
"6126 IROQUOIS, DETROIT, MI","[-83.01521, 42.3871759]"
"INTERSECTION OF TOWNSEND ST. AND I-94, DETROIT, MI","[-82.94332419999999, 42.4129181]"
"10010 GRATIOT, DETROIT, MI","[-83.00421519999999, 42.39421189999999]"
"10020 GRATIOT, DETROIT, MI","[-83.00403349999999, 42.394304]"
"6622-30 VAN DYKE AVE., DETROIT, MI","[-83.021277, 42.388548]"
"11719 CAMDEN, DETROIT, MI","[-82.9881319, 42.3997452]"
"14363 DACOSTA, CITY, MI","[-83.2605109, 42.3915581]"
"17534 MCDOUGALL, CITY, MI","[-83.0707412, 42.4229774]"
"25300 MICHIGAN AVENUE, DEARBORN, MI","[-83.2847573, 42.2981873]"
"624 CHARLOTTE, DETROIT, MI","[-83.06223539999999, 42.3425265]"
"4508 CRANE STREET, DETROIT, MI","[-83.0022075, 42.3758934]"
"4034 BENITEAU, DETROIT, MI","[-82.9814933, 42.3817115]"
"2116 HARDING, DETROIT, MI","[-82.978562, 42.367177]"
"100 CLAIRPOINTE, DETROIT, MI","[-82.9538792, 42.3592612]"
"14530 MACK, DETROIT, MI","[-82.951032, 42.386457]"
"12801 MACK AVENUE, DETROIT, MI","[-82.96422659999999, 42.38468470000001]"
"1072 MANISTIQUE, DETROIT, MI","[-82.941682, 42.3752033]"
"233 ASHLAND, DETROIT, MI","[-82.9327787, 42.3629438]"
"6497 EAST 10 MILE ROAD, CENTER LINE, MI","[-83.037914, 42.4783649]"
"4100 FENKELL, DETROIT, MI","[-83.1395197, 42.4029224]"
"11347 W. JEFFERSON, RIVER ROUGE, MI","[-83.1368806, 42.2626708]"
"19 MYRTLE, RIVER ROUGE, MI","[-83.13431349999999, 42.2755738]"
"222 FRAIZER, RIVER ROUGE, MI","[-83.1418446, 42.2759823]"
"19100 W. SEVEN MILE RD., DETROIT, MI","[-83.23010649999999, 42.430792]"
"18412 PATTON, DETROIT, MI","[-83.24475699999999, 42.42456500000001]"
"16158 LAMPHERE, DETROIT, MI","[-83.2617444, 42.4082481]"
"16736 DOLPHIN, DETROIT, MI","[-83.2593193, 42.4120056]"
"19742 BURGESS, DETROIT, MI","[-83.2558069, 42.4353087]"
"24501 FLORENCE, DETROIT, MI","[-83.2822298, 42.4091425]"
"16180 SALEM, DETROIT, MI","[-83.28454599999999, 42.408324]"
"17629 HEYDEN, DETROIT, MI","[-83.2406681, 42.4209614]"
"1979 MCLEAN, DETROIT, MI","[-83.07348879999999, 42.4064219]"
"2011 MCLEAN, DETROIT, MI","[-83.0729918, 42.40658440000001]"
"1231 E. 9 MILE ROAD, FERNDALE, MI","[-83.1185294, 42.4612844]"
"10610 GALAXIE AVE., FERNDALE, MI","[-83.166855, 42.45396299999999]"
"180 VESTER ST., FERNDALE, MI","[-83.1330265, 42.4612699]"
"22031 WOODWARD AVE, FERNDALE, MI","[-83.1313507, 42.4548288]"
"1640 E. NINE MILE ROAD, FERNDALE, MI","[-83.1147184, 42.4607527]"
"1600 E. NINE MILE ROAD, FERNDALE, MI","[-83.1150514, 42.4604577]"
"16835 PRAIRIE, DETROIT, MI","[-83.1452793, 42.4152149]"
"15792 HOLMUR, DETROIT, MI","[-83.1372786, 42.4077013]"
"17588 WILDEMERE, DETROIT, MI","[-83.13288680000001, 42.4222993]"
"1629  W. PHILADELPHIA, DETROIT, MI","[-83.093569, 42.371972]"
"15733 LAHSER RD, DETROIT, MI","[-83.2573331, 42.4046042]"
"16400 EAST WARREN AVENUE, DETROIT, MI","[-82.93734130000001, 42.40297839999999]"
"6100 MCGRAW, DETROIT, MI","[-83.127167, 42.343106]"
"1301 THIRD ST., DETROIT, MI","[-83.05786719999999, 42.3298972]"
"1401-1403 WOODWARD AVENUE, DETROIT, MI","[-83.04918459999999, 42.3340795]"
"15870 BAYLIS, DETROIT, MI","[-83.123463, 42.40884]"
"1623 GRAY, DETROIT, MI","[-82.95659789999999, 42.374042]"
"15356 SORRENTO, DETROIT, MI","[-83.1723322, 42.4031436]"
"11042 KERCHEVAL, DETROIT, MI","[-82.9745846, 42.3682342]"
"5816-18 BEECHWOOD, DETROIT, MI","[-83.1185929, 42.3463107]"
"6221 INKSTER, TAYLOR, MI","[-83.3084097, 42.2630778]"
"12746 TERRY, DETROIT, MI","[-83.1909941, 42.3820875]"
"12811 LAUDER, DETROIT, MI","[-83.1905845, 42.3829657]"
"12826 LAUDER, DETROIT, MI","[-83.19004029999999, 42.3832011]"
"19151 PLYMOUTH, DETROIT, MI","[-83.2285587, 42.3717691]"
"9347 LAUDER, DETROIT, MI","[-83.1898729, 42.3639461]"
"6829 RUTHERFORD, DETROIT, MI","[-83.20134089999999, 42.3418533]"
"8444 ASBURY PARK, DETROIT, MI","[-83.20611, 42.355007]"
"7727 AUBURN, DETROIT, MI","[-83.2334006, 42.3486422]"
"7393 ROSEMONT, DETROIT, MI","[-83.2187064, 42.3460985]"
"960 E. MARGARET, DETROIT, MI","[-83.09295499999999, 42.4262299]"
"11701 MAIDEN, DETROIT, MI","[-82.9893611, 42.40114870000001]"
"4468 W. JEFFERSON AVENUE, ECORSE, MI","[-83.14546299999999, 42.240462]"
"7799 PERSHING, DETROIT, MI","[-83.1225521, 42.3063416]"
"4125 E. 8 MILE ROAD, DETROIT, MI","[-83.06329579999999, 42.4478805]"
"19715 HARNED STREET, DETROIT, MI","[-83.07397, 42.43951300000001]"
"19304 HARNED STREET, DETROIT, MI","[-83.0732372, 42.435645]"
"19608 MITCHELL, DETROIT, MI","[-83.07211, 42.438084]"
"19187 LAMONT, DETROIT, MI","[-83.0550444, 42.4345483]"
"612 GLYNN CT ST, DETROIT, MI","[-83.0891067, 42.3876157]"
"16820 GREENFIELD, DETROIT, MI","[-83.1989344, 42.4145338]"
"19795 HARLOW, DETROIT, MI","[-83.2166981, 42.4368205]"
"32 LAKE SHORE DRIVE, GROSSE POINTE FARMS, MI","[-82.8985787, 42.3875782]"
"13165 CLOVERDALE STREET, OAK PARK, MI","[-83.1772098, 42.449663]"
"14435 AND 14445  LIVERNOIS AVENUE, DETROIT, MI","[-83.14212599999999, 42.394001]"
"19338 LIVERNOIS, DETROIT, MI","[-83.1411534, 42.434021]"
"19357 STAHALIN, DETROIT, MI","[-83.2281613, 42.4328746]"
"13103 LASALLE BLVD, DETROIT, MI","[-83.1181314, 42.3920599]"
"14202 INDIANA, DETROIT, MI","[-83.1569227, 42.3918604]"
"14205 INDIANA, DETROIT, MI","[-83.15742519999999, 42.3918522]"
"14100 TELEGRAPH ROAD, DETROIT, MI","[-83.27480899999999, 42.3873491]"
"1819 S. TELEGRAPH RD., BLOOMFIELD HILLS, MI","[-83.30753229999999, 42.6140662]"
"2101 S. OPDYKE, BLOOMFIELD TOWNSHIP, MI","[-83.247297, 42.6114808]"
"3091 RESEARCH DRIVE, ROCHESTER HILLS, MI","[-83.194205, 42.641882]"
"119 S. MAIN, ROCHESTER, MI","[-83.1340843, 42.6775108]"
"1171 AUBURN ROAD, ROCHESTER HILLS, MI","[-83.107948, 42.6371572]"
"38000 MOUND ROAD, STERLING HEIGHTS, MI","[-83.0483876, 42.5730932]"
"34201 VAN DYKE, STERLING HEIGHTS, MI","[-83.0316062, 42.54645790000001]"
"6570 19 MILE ROAD, STERLING HEIGHTS, MI","[-83.04427659999999, 42.60857619999999]"
"15004 23 MILE ROAD, SHELBY, MI","[-82.97826529999999, 42.6711071]"
"50701 BIRCH LANE, SHELBY TOWNSHIP, MI","[-83.03913399999999, 42.7065796]"
"14181 HALL ROAD, SHELBYTOWNSHIP, MI","[-82.9852253, 42.6284621]"
"7777 25 MILE RD., SHELBY TOWNSHIP, MI","[-83.0358674, 42.69861]"
"48945 VAN DYKE, SHELBY TWP, MI","[-83.0337461, 42.65464069999999]"
"44809 VANDYKE, UTICA, MI","[-83.03263419999999, 42.6247924]"
"44053 VAN DYKE AVENUE, UTICA, MI","[-83.0325293, 42.6189802]"
"45520 VAN DYKE, UTICA, MI","[-83.03199599999999, 42.630469]"
"44033 VAN DYKE AVE., UTICA, MI","[-83.0324873, 42.6187111]"
"1320 PACIFIC DRIVE, AUBURN HILLS, MI","[-83.2743492, 42.69425589999999]"
"1426 PACIFIC DRIVE, AUBURN HILLS, MI","[-83.2701688, 42.693858]"
"1791 HARMON ROAD, AUBURN HILLS, MI","[-83.2610545, 42.700699]"
"2200 N OPDYKE RD, AUBURN HILLS, MI","[-83.24263499999999, 42.673868]"
"1183 CENTRE ROAD, AUBURN HILLS, MI","[-83.24972249999999, 42.6573115]"
"1060 CENTRE DR., AUBURN HILLS, MI","[-83.246837, 42.654972]"
"1140 CENTRE ROAD, AUBURN HILLS, MI","[-83.2485098, 42.6568975]"
"1160 N. OPDYKE ROAD, AUBURN HILLS, MI","[-83.2443909, 42.656224]"
"281 COLLIER ROAD, AUBURN HILLS, MI","[-83.2979218, 42.6912272]"
"3300 ELIZABETH LAKE RD, WATERFORD, MI","[-83.351288, 42.64050599999999]"
"3965 CASS ELIZABETH RD, WATERFORD, MI","[-83.36420799999999, 42.6242375]"
"4290 WALTON ROAD, WATERFORD, MI","[-83.3723862, 42.6902767]"
"38555 HILLS TECH DRIVE, FARMINGTON HILLS, MI","[-83.4278337, 42.4896067]"
"23847 INDUSTRIAL PARK DRIVE, FARMINGTON HILLS, MI","[-83.4242471, 42.462739]"
"23409 INDUSTRIAL PARK COURT, FARMINGTON HILLS, MI","[-83.41924230000001, 42.4639798]"
"38700 GRAND RIVER AVENUE, FARMINGTON HILLS, MI","[-83.4265826, 42.4705139]"
"23400 HALSTED ROAD, FARMINGTON HILLS, MI","[-83.4141536, 42.4625411]"
"24505 INDOPLEX CIRCLE, FARMINGTON HILLS, MI","[-83.3945459, 42.4721851]"
"23850 FREEWAY PARK DRIVE, FARMINGTON HILLS, MI","[-83.4204101, 42.4628243]"
"31625 GRAND RIVER AVE, FARMINGTON, MI","[-83.35865249999999, 42.4566617]"
"22145 FARMINGTON ROAD, FARMINGTON, MI","[-83.37628869999999, 42.45540949999999]"
"31505 GRAND RIVER AVE, FARMINGTON, MI","[-83.3574919, 42.4564128]"
"46643 RYAN CT., NOVI, MI","[-83.51285109999999, 42.5112537]"
"810 SCOTTWOOD ST, PONTIAC, MI","[-83.26860549999999, 42.6604749]"
"94 DWIGHT AVE., PONTIAC, MI","[-83.3138827, 42.6383529]"
"108 AND 118 W. LAWRENCE, PONTIAC, MI","[-83.2966682, 42.6370415]"
"69 WALDO, PONTIAC, MI","[-83.3183737, 42.6374159]"
"1200 FEATHERSTONE ROAD, PONTIAC, MI","[-83.25545149999999, 42.6455079]"
"43 S. GLENWOOD, PONTIAC, MI","[-83.2818312, 42.6483312]"
"M59 BETWEEN TELEGRAPH AND WOODWARD, PONTIAC, MI","[-83.2910716, 42.6390221]"
"35 W. HURON ST., PONTIAC, MI","[-83.294119, 42.6381485]"
"245 S PADDOCK, PONTIAC, MI","[-83.28112089999999, 42.6312562]"
"4720 TORSTON DR, SHELBYVILLE, MI","[-85.5212353, 42.58555580000001]"
"4731 PRINCESS DR, SHELBYVILLE, MI","[-85.52139629999999, 42.5855992]"
"9603 DIXIE HIGHWAY, CLARKSTON, MI","[-83.4805246, 42.7537799]"
"2830 CLARK RD., HARTLAND, MI","[-83.73651900000002, 42.6446561]"
"2630 E. HIGHLAND, HIGHLAND TOWNSHIP, MI","[-83.5777459, 42.6534218]"
"4872 S LAPEER RD, LAKE ORION, MI 48359, LAKE ORION, MI","[-83.2440767, 42.7111802]"
"42445 WEST 10 MILE ROAD, NOVI, MI","[-83.465245, 42.463748]"
"43700 GEN MAR, NOVI, MI","[-83.47869109999999, 42.474333]"
"29293 HAGGERTY ROAD, NOVI, MI","[-83.4393844, 42.5095502]"
"28000 WEST PARK DR., NOVI, MI","[-83.5011888, 42.4968474]"
"1234 WEST COMMERCE STREET, MILFORD, MI","[-83.6157996, 42.59300229999999]"
"51960 W. 12 MILE ROAD, WIXOM, MI","[-83.5158482, 42.4958559]"
"30529 ANDERSEN COURT, WIXOM, MI","[-83.5199308, 42.517686]"
"28059 CENTER OAKS COURT, WIXOM, MI","[-83.547742, 42.4997084]"
"48230 WEST ROAD, WIXOM, MI","[-83.52584379999999, 42.5095456]"
"51100 PONTIAC TRAIL, WIXOM, MI","[-83.5522372, 42.524853]"
"50777 VARSITY COURT, WIXOM, MI","[-83.55248689999999, 42.5180727]"
"51200 PONTIAC TRAIL, WIXOM, MI","[-83.5529032, 42.5248905]"
"46944 LIBERTY DR., WIXOM, MI","[-83.51188979999999, 42.50291670000001]"
"28240 BECK ROAD, WIXOM, MI","[-83.51293439999999, 42.4983534]"
"50531 VARSITY COURT, WIXOM, MI","[-83.5494901, 42.5175986]"
"30515 CENTURY DRIVE, WIXOM, MI","[-83.54942570000001, 42.5159914]"
"28066 OAKLAND OAKS COURT, WIXOM, MI","[-83.548949, 42.5001201]"
"49037 WIXOM TECH DR., WIXOM, MI","[-83.5328387, 42.5117732]"
"SUITE 1, 50853 CENTURY COURT, WIXOM, MI","[-83.554333, 42.522056]"
"51300 W. PONTIAC TRAIL, WIXOM, MI","[-83.54947070000001, 42.5240343]"
"25000 ASSEMBLY PARK DRIVE, WXOM, MI","[-83.5427468, 42.5009544]"
"1225 SAND BEACH RD, BAD AXE, MI","[-82.9793047, 43.803495]"
"7015 ENTERPRISE DRIVE, BROWN CITY, MI","[-83.0785624, 43.249059]"
"107 EAST MAIN, HART, MI","[-86.364353, 43.7029975]"
"PARCEL ID #310-220-003-015-00, CROSWELL, MI","[-82.61347839999999, 43.2641145]"
"159 S. HOWARD AVE.,, CROSWELL, MI","[-82.6195305, 43.2653512]"
"1250 N. OAK DRIVE, DAVISON, MI","[-83.49822429999999, 43.02752539999999]"
"1445 ENTERPRISE DR., DAVISON, MI","[-83.5354817, 43.0324461]"
"2779 RUTH ROAD, DECKERVILLE, MI","[-82.7342741, 43.5055217]"
"230 W. MAIN, DURAND, MI","[-83.98628599999999, 42.91091369999999]"
"6165 DENTON HILL, FENTON, MI","[-83.7035148, 42.69921859999999]"
"7461 N. GENESEE RD, GENESEE, MI","[-83.61880560000002, 43.1185873]"
"8481 HOLLY ROAD, GRAND BLANC, MI","[-83.6264459, 42.90444369999999]"
"11941 BELSAY ROAD, GRAND BLANC, MI","[-83.5956333, 42.9299605]"
"6090 BELFORD RD, HOLLY, MI","[-83.58689830000002, 42.8513197]"
"GRANGE HALL ROAD AND I-75, HOLLY, MI","[-83.566552, 42.8155447]"
"1220 SUMMERS ROAD GRAVEL PIT, IMLAY CITY, MI","[-83.1076435, 43.0272837]"
"10188 WILKINSON RD, LENNON, MI","[-83.9634963, 43.0282121]"
"6815 LAKESHORE, LEXINGTON, MI","[-82.5286424, 43.2310715]"
"7650 DUQUETTE RD, MELVIN, MI","[-82.7834965, 43.1995846]"
"11341 VIENNA ROAD, MONTROSE, MI","[-83.90584799999999, 43.17548410000001]"
"126 HICKORY, MONTROSE, MI","[-83.89157879999999, 43.1768923]"
"11323 VIENNA RD., MONTROSE, MI","[-83.90514449999999, 43.17548439999999]"
"9290 FARRAND ROAD, MONTROSE, MI","[-83.864159, 43.191689]"
"3816 FIVE LAKES ROAD, N. BRANCH, MI","[-83.2308656, 43.1430859]"
"3337 POINTAUX BARQUES, PORT AUSTIN, MI","[-82.8962343, 44.0560695]"
"625 W. DECKERVILLE RD, SANDUSKY, MI","[-82.8565374, 43.5235714]"
"3259 ELMS ROAD, SWARTZ CREEK, MI","[-83.811268, 42.978867]"
"5203 MORRISH RD, SWARTZ CREEK, MI","[-83.831268, 42.9515403]"
"250 EAST BOULEVARD DRIVE, FLINT, MI","[-83.6850444, 43.023182]"
"1101 ROBERT T. LONGWAY, FLINT, MI","[-83.6855961, 43.0247339]"
"1401 E. COURT STREET, FLINT, MI","[-83.6714109, 43.0223811]"
"G2138 W. CARPENTER ROAD, FLINT, MI","[-83.72057769999999, 43.0770864]"
"1021 MASON ST, FLINT, MI","[-83.70220700000002, 43.0238726]"
"955 HUGHES AVE., FLINT, MI","[-83.72719819999999, 43.0050903]"
"3212 CLIO ROAD, FLINT, MI","[-83.73207479999999, 43.045339]"
"4403 CLIO RD, FLINT, MI","[-83.73634940000001, 43.0720588]"
"G-5107 N. DORT HIGHWAY, FLINT, MI","[-83.6746886, 43.0788667]"
"3502 MASON, FLINT, MI","[-83.7077707, 43.0471981]"
"2300 ALEXANDER ST., FLINT, MI","[-83.70199939999999, 43.0375456]"
"502 KELSO STREET, FLINT, MI","[-83.6525479, 43.02231889999999]"
"1101 N. CENTER RD, FLINT, MI","[-83.63625619999999, 43.0274624]"
"3719 DAVISON ROAD, FLINT, MI","[-83.639611, 43.0335112]"
"1330 EARLMOOR BLVD., FLINT, MI","[-83.64122309999999, 43.0301011]"
"G-5081 TORREY ROAD, FLINT, MI","[-83.72890509999999, 42.9559734]"
"3060 MILLER ROAD, FLINT, MI","[-83.7341282, 42.992284]"
"3101 SUNCREST, FLINT TWP, MI","[-83.7408851, 43.0302997]"
"G4139 E COURT STREET, BURTON, MI","[-83.6518636, 43.0184606]"
"3354 SOUTH GENESEE ROAD, BURTON, MI","[-83.6150569, 42.979764]"
"3266 SOUTH GENESEE ROAD, BURTON, MI","[-83.6154699, 42.9824356]"
"3002 FARLEY STREET, BURTON, MI","[-83.64547519999999, 42.9981392]"
"2143 S CENTER ROAD, BURTON, MI","[-83.6333198, 43.0002767]"
"2441 EAST BRISTOL ROAD, BURTON, MI","[-83.6564076, 42.97481399999999]"
"1364 EAST BRISTOL ROAD, BURTON, MI","[-83.67831629999999, 42.9738827]"
"G-4349 S. DORT HIGHWAY, BURTON, MI","[-83.65121909999999, 42.9646663]"
"G3221 EAST BRISTOL ROAD, FLINT, MI","[-83.6573073, 42.9746619]"
"G-4612 BEECHER ROAD, FLINT, MI","[-83.76679879999999, 43.0315614]"
"4011 MANHALL AVE., FLINT, MI","[-83.6629943, 43.0477014]"
"2435 BRUNKOW, BUENA VISTA TOWNSHIP, MI","[-83.90826899999999, 43.3972527]"
"1014 E. GENESSE AVE, SAGINAW, MI","[-83.92929029999999, 43.4276191]"
"610 S 9TH ST, SAGINAW, MI","[-83.923994, 43.4234268]"
"1905 S WASHINGTON AVE, SAGINAW, MI","[-83.9553023, 43.4098617]"
"2317 HAMMEL ST, SAGINAW, MI","[-83.9130864, 43.4174374]"
"2527 E REMINGTON ST, SAGINAW, MI","[-83.9162555, 43.4157675]"
"1313 E HOLLAND AVE, SAGINAW, MI","[-83.9331935, 43.4149431]"
"4141 DIXIE HWY, SAGINAW, MI","[-83.907731, 43.3946339]"
"1405 N MICHIGAN AVE, SAGINAW, MI","[-83.9524759, 43.4272345]"
"208 SOUTH MICHIGAN AVENUE, SAGINAW, MI","[-83.96521919999999, 43.4164003]"
"1527 . BOND, SAGINAW, MI","[-83.957537, 43.4300752]"
"3409 ROBERTS ST, SAGINAW, MI","[-83.9202277, 43.4110255]"
"2313 S. MICHIGAN, SAGINAW, MI","[-83.9833754, 43.4022804]"
"2828 N. MICHIGAN AVE, SAGINAW, MI","[-83.9496489, 43.4460961]"
"5212 BAY RD, SAGINAW, MI","[-83.97434349999999, 43.4831363]"
"2800 NORTH MICHIGAN AVENUE, SAGINAW, MI","[-83.9494318, 43.4457377]"
"218 TITTABAWASSEE RD, SAGINAW, MI","[-83.91919329999999, 43.47959789999999]"
"120 ROSS, BEAVERTON, MI","[-84.48510569999999, 43.8832007]"
"10359 S. CLARE AVE, CLARE, MI","[-84.76810019999999, 43.837189]"
"1536 MOREAU ST, FAIRVIEW, MI","[-84.05319, 44.7252105]"
"99 N. ABBE RD, FAIRVIEW, MI","[-84.0518274, 44.68189479999999]"
"111 SOUTH MAIN STREET, FREELAND, MI","[-84.1224531, 43.52466709999999]"
"6078 HACKETT ROAD, FREELAND, MI","[-84.07104059999999, 43.4958733]"
"4950 W M61, GLADWIN, MI","[-84.5636791, 43.9867076]"
"5426 JERRY STREET, GLADWIN, MI","[-84.5855316, 44.1150218]"
"114 E HINES RD, MIDLAND, MI","[-84.2384775, 43.617182]"
"416 JEROME ST, MIDLAND, MI","[-84.2446109, 43.6171179]"
"307 W INDIAN, MIDLAND, MI","[-84.24436399999999, 43.6169185]"
"1815 S SAGINAW RD, MIDLAND, MI","[-84.2121441, 43.61457069999999]"
"200 S MORENCI AVE, MIO, MI","[-84.13020259999999, 44.6512024]"
"229 S KAISER ST, PINCONNING, MI","[-83.9609896, 43.8556539]"
"600 S. BENNETT, ROSE CITY, MI","[-84.11695329999999, 44.4151057]"
"320 FAIRVIEW ROAD, WEST BRANCH, MI","[-84.225875, 44.2812]"
"3737 W M-55, WEST BRANCH, MI","[-84.2538624, 44.2765504]"
"335 E HOUGHTON ST, WEST BRANCH, MI","[-84.231996, 44.2770818]"
"737 N DELANO RD, AU GRES, MI","[-83.62621899999999, 44.1067306]"
"2751 N WATER ST, BAY CITY, MI","[-83.8692526, 43.60898570000001]"
"3389 SOUTH HURON ROAD, BAY CITY, MI","[-83.9306591, 43.641824]"
"6295 WESTSIDE SAGINAW ROAD, BAY CITY / FRANKENLUST, MI","[-83.9503307, 43.5574996]"
"1009 NORTH MADISON AVENUE, BAY CITY, MI","[-83.884531, 43.6001978]"
"1103 E. CARO RD., CARO, MI","[-83.3837592, 43.498883]"
"194 NORTH STATE STREET, CARO, MI","[-83.39539789999999, 43.48960049999999]"
"4471 M-142, ELKTON, MI","[-83.1808336, 43.81832439999999]"
"1805 GREENWOOD ROAD, PRESCOTT, MI","[-84.0510699, 44.1836667]"
"2695 WEST VASSAR ROAD, REESE, MI","[-83.753984, 43.4459318]"
"321 EAST MAIN STREET, CARSON CITY, MI","[-84.8430477, 43.1771695]"
"116 E. SHERMAN, CARSON CITY, MI","[-84.84590190000002, 43.1777625]"
"421 N. COCHRAN AVE, CHARLOTTE, MI","[-84.8366454, 42.5693365]"
"M-79 AND AINGER STREET, CHARLOTTE, MI","[-84.9349045, 42.5680169]"
"3144 E M-21, CORUNNA, MI","[-84.105205, 42.9954293]"
"APPROX. 2110 CARTER ROAD, DANSVILLE, MI","[-84.27526499999999, 42.534945]"
"804 WILSON ST., DEWITT, MI","[-84.5732329, 42.8480804]"
"728 MONTGOMERY ST, EATON RAPIDS, MI","[-84.65874230000001, 42.50539939999999]"
"7577 N HOLLISTER RD, ELSIE, MI","[-84.3878175, 43.0971172]"
"7634 W ALLAN RD, ELSIE, MI","[-84.3168664, 43.1005932]"
"8340 PARKS RD., ELWELL, MI","[-84.7733841, 43.4592075]"
"306 E. GRAND RIVER, FOWLERVILLE, MI","[-84.0704075, 42.6604813]"
"720 CLINTON, GRAND LEDGE, MI","[-84.740371, 42.7411358]"
"5607 E. SAGINAW HIGHWAY, GRAND LEDGE, MI","[-84.7282504, 42.7413783]"
"701 RANNEY DR, GREENVILLE, MI","[-85.24812779999999, 43.186524]"
"306 MAPLEWOOD, GREENVILLE, MI","[-85.2750765, 43.1780082]"
"1581 HASLETT RD, HASLETT, MI","[-84.4065147, 42.7465604]"
"2415 NORTH CEDAR ST, HOLT, MI","[-84.5297346, 42.651461]"
"2417 N. CEDAR ST, HOLT, MI","[-84.52958579999999, 42.6518384]"
"2440 W. HIGHLAND ROAD, HOWELL, MI","[-83.9637934, 42.6258231]"
"1230 BOWER ST., HOWELL, MI","[-83.93299069999999, 42.6188861]"
"2440 W GRAND RIVER, HOWELL, MI","[-83.9626849, 42.6167192]"
"316 EAST GRAND RIVER, HOWELL, MI","[-83.927075, 42.6066407]"
"1388 LUCY RD.,, HOWELL, MI","[-83.9145193, 42.5851159]"
"2425 WEST GRAND RIVER AVE., HOWELL, MI","[-83.9627369, 42.6149038]"
"2971 PINCKNEY ROAD, HOWELL, MI","[-83.93114659999999, 42.5544755]"
"2700 EAST GRAND RIVER AVE, HOWELL, MI","[-83.901668, 42.596369]"
"S. MICHIGAN AVE, HOWELL, MI","[-83.9335868, 42.5982362]"
"2255 PINCKNEY RD, HOWELL/MARION, MI","[-83.9255544, 42.5719199]"
"DICK ROAD, IONIA, MI","[-85.104511, 43.023671]"
"1342 W. MAIN ST., IONIA, MI","[-85.0941112, 42.9758934]"
"1276 N. STATE ROAD, IONIA, MI","[-85.074638, 43.0061182]"
"105 E CENTER ST, ITHACA, MI","[-84.60739459999999, 43.2918859]"
"301 INDUSTRIAL PARKWAY, ITHACA, MI","[-84.59163389999999, 43.2961982]"
"1532 SOUTH STATE, ITHACA, MI","[-84.600825, 43.2756669]"
"8974 WEST HOWARD CITY EDMORE RD, LAKEVIEW, MI","[-85.2624538, 43.4319436]"
"9605 N. GREENVILLE RD, LAKEVIEW, MI","[-85.2650924, 43.4328133]"
"207 WATER STREET, LYONS, MI","[-84.9463928, 42.9825854]"
"4200 LEGION DR SUITE C, MASON, MI","[-84.46988929999999, 42.5943002]"
"4215 LEGION DR., MASON, MI","[-84.4714881, 42.5933471]"
"1650 N. BURKHART ROAD, HOWELL, MI","[-83.99308780000001, 42.6234442]"
"2261 E. REMUS RD, MT. PLEASANT, MI","[-84.8021174, 43.5976006]"
"1651 BAMBER ST, MT. PLEASANT, MI","[-84.79783499999999, 43.6166674]"
"2085 GRAND RIVER AVE, OKEMOS, MI","[-84.4268929, 42.7213647]"
"8998 E. M-21, OVID, MI","[-84.38664849999999, 43.0011339]"
"1441 E. MAIN ST, OWOSSO, MI","[-84.14409069999999, 42.9981442]"
"777 BUSHA ROAD, OWOSSO, MI","[-84.2705531, 42.9885136]"
"2301 DEWEY RD, OWOSSO, MI","[-84.2128469, 42.9684554]"
"409 W. MAIN ST, OWOSSO, MI","[-84.17545319999999, 42.9972086]"
"291 SOUTH MAIN ST, PERRY, MI","[-84.2194727, 42.8274367]"
"510 S. MAIN, PERRY, MI","[-84.2192012, 42.8199506]"
"709 WEST STATE ST, ST. JOHNS, MI","[-84.5682604, 43.0013178]"
"604 N. U.S. 27, ST. JOHNS, MI","[-84.5504746, 43.0068521]"
"1608 E CARSON CITY ROAD, SHERIDAN, MI","[-85.0424917, 43.1767689]"
"9023 GRAND LEDGE HIGHWAY, SUNFIELD, MI","[-85.01546859999999, 42.7551779]"
"672 M-52, WEBBERVILLE, MI","[-84.193337, 42.6067589]"
"635 BROOK ST, LANSING, MI","[-84.5615479, 42.745025]"
"1001 N PINE STREET, LANSING, MI","[-84.5601971, 42.7452653]"
"2100 S WASHINGTON AVENUE, LANSING, MI","[-84.5556639, 42.71012899999999]"
"5656 S. CEDAR ST, LANSING, MI","[-84.5480181, 42.6746455]"
"4804 SIDNEY ST, LANSING, MI","[-84.5864704, 42.6856307]"
"1035 BEECH ST, LANSING, MI","[-84.5434733, 42.72207280000001]"
"2900 E GRAND RIVER AVENUE, LANSING, MI","[-84.5114454, 42.7424651]"
"913 W ALLEGAN, LANSING, MI","[-84.5653086, 42.7324833]"
"915 W ALLEGAN, LANSING, MI","[-84.5653954, 42.732459]"
"913, 915, & 921 W ALLEGAN, LANSING, MI","[-84.56568190000002, 42.7324345]"
"2727 SNOW RD, LANSING, MI","[-84.621667, 42.70585579999999]"
