address,geometry
"4558 50TH ST SE, GRAND RAPIDS, MI","[-85.55236409999999, 42.872402]"
"5505 33RD ST SE, GRAND RAPIDS, MI","[-85.5320935, 42.9047326]"
"3675 PATTERSON AVE SE, GRAND RAPIDS, MI","[-85.54938829999999, 42.8968237]"
"3290 PATTERSON AVE., S. E., GRAND RAPIDS, MI","[-85.5458178, 42.903558]"
"5050  KENDRICK ST SE, GRAND RAPIDS, MI","[-85.53949469999999, 42.8715982]"
"3900 SWANK SE, GRAND RAPIDS, MI","[-85.568366, 42.8908748]"
"4300 36TH ST SE, GRAND RAPIDS, MI","[-85.560245, 42.8962572]"
"5353 52ND STREET, GRAND RAPIDS, MI","[-85.5333552, 42.8707905]"
"5400 36TH ST SE, GRAND RAPIDS, MI","[-85.53370249999999, 42.8972012]"
"5215 52ND STREET SE, GRAND RAPIDS, MI","[-85.5375641, 42.87000339999999]"
"3000 KRAFT AVENUE SE, GRAND RAPIDS, MI","[-85.5272754, 42.9091159]"
"3035 32ND ST  SE, GRAND RAPIDS, MI","[-85.5911731, 42.9065594]"
"2600 29TH ST. SE, GRAND RAPIDS, MI","[-85.602525, 42.9095814]"
"5100 33RD STREET SE, GRAND RAPIDS, MI","[-85.5414253, 42.9014508]"
"5005 KRAFT AVENUE, GRAND RAPIDS, MI","[-85.528658, 42.8741646]"
"4849 BARDEN COURT SE, GRAND RAPIDS, MI","[-85.5638006, 42.8757589]"
"6100 E PARIS AVENUE, GRAND RAPIDS, MI","[-85.560103, 42.8523411]"
"3700 SYSCO COURT, GRAND RAPIDS, MI","[-85.53722429999999, 42.8952386]"
"3800 PATTERSON AVE SE, GRAND RAPIDS, MI","[-85.5461711, 42.8950279]"
"3831 PATTERSON SE, GRAND RAPIDS, MI","[-85.54995129999999, 42.8934278]"
"3075 BRETON SE, GRAND RAPIDS, MI","[-85.6089525, 42.90770149999999]"
"2890 29TH ST. SE, GRAND RAPIDS, MI","[-85.59513249999999, 42.9086902]"
"4459 40TH ST SE, KENTWOOD, MI","[-85.5544551, 42.8936025]"
"4242 44TH ST SE, KENTWOOD, MI","[-85.5613297, 42.8817665]"
"4855 BROADMOOR AVENUE, KENTWOOD, MI","[-85.5607275, 42.8754614]"
"4150 E. PARIS AVE. SE, KENTWOOD, MI","[-85.563261, 42.888078]"
"4044 BROCKTON DR SE, KENTWOOD, MI","[-85.5597626, 42.8900103]"
"4949 GREENBROOKE DR SE, KENTWOOD, MI","[-85.5710192, 42.8734279]"
"3061 SHAFFER AVE, KENTWOOD, MI","[-85.58986809999999, 42.9077318]"
"4171 LUXE CT. SE, KENTWOOD, MI","[-85.56375469999999, 42.8930871]"
"4444 52ND STREET, KENTWOOD, MI","[-85.554372, 42.867159]"
"4375 52ND STREET SE, KENTWOOD, MI","[-85.55751099999999, 42.8707778]"
"4260 AIRLANE SE, KENTWOOD, MI","[-85.57457699999999, 42.886178]"
"4490 44TH STREET SE, KENTWOOD, MI","[-85.55300749999999, 42.8794171]"
"5695 EAGLE DRIVE SE, KENTWOOD, MI","[-85.52702459999999, 42.9014215]"
"4707 40TH STREET SE, KENTWOOD, MI","[-85.5500368, 42.8920094]"
"4232 BROCKTON DR, KENTWOOD, MI","[-85.5583991, 42.8863651]"
"4990 W GREENBROOK DR, KENTWOOD, MI","[-85.5678032, 42.8733037]"
"4695 DANVERS DR SE, KENTWOOD, MI","[-85.5494688, 42.8871805]"
"4700 BROADMOOR SE, SUITE 100, KENTWOOD, MI","[-85.5590004, 42.8780089]"
"5353 AND 5565 BROADMOOR, KENTWOOD, MI","[-85.5503943, 42.8596981]"
"4150 DANVERS COURT SE, KENTWOOD, MI","[-85.55340960000001, 42.8884728]"
"4201 DANVERS COURT SE, KENTWOOD, MI","[-85.5525651, 42.8870348]"
"3415 ROGER B. CHAFFEE SUITE 207, KENTWOOD, MI","[-85.65661229999999, 42.9018844]"
"5030 KRAFT SE, KENTWOOD, MI","[-85.52696139999999, 42.872629]"
"2555 BUCHANAN SW, GRAND RAPIDS, MI","[-85.67147969999999, 42.9167417]"
"1820 CHICAGO DR  SW, GRAND RAPIDS, MI","[-85.7114465, 42.9332176]"
"1661 28TH ST. SW, WYOMING, MI","[-85.7072151, 42.9141549]"
"2788 REMICO SW, WYOMING, MI","[-85.7336528, 42.90830769999999]"
"1957 BEVERLY AVE. SW, WYOMING, MI","[-85.7089357, 42.9276696]"
"2740 PRARIE ST SW, WYOMING, MI","[-85.7339334, 42.9060019]"
"2605 THORNWOOD SW, WYOMING, MI","[-85.7296452, 42.9180302]"
"5955 CROSSROADS COMMERCE, WYOMING, MI","[-85.70741699999999, 42.8562831]"
"5869 METRO WAY, WYOMING, MI","[-85.71568219999999, 42.8577933]"
"2859 BRADFORD STREET, GRAND RAPIDS, MI","[-85.59853, 42.97749]"
"68956 U S 131, WHITE PIGEON, MI","[-85.6636352, 41.795444]"
"10578 LINDEN DRIVE NW, GRAND RAPIDS, MI","[-85.8647668, 42.9622783]"
"3149 WILSON DRIVE NW, GRAND RAPIDS, MI","[-85.7866859, 43.0226924]"
"1709 BUTTERWORTH STREET SW, GRAND RAPIDS, MI","[-85.71503899999999, 42.950785]"
"2855 MARLIN COURT NW, GRAND RAPIDS, MI","[-85.7527653, 43.0165531]"
"2727  KINNEY AVE NW, GRAND RAPIDS, MI","[-85.76899139999999, 43.0147226]"
"2001 TURNER ST, GRAND RAPIDS, MI","[-85.6809174, 43.0003173]"
"0-50 LAKE MICHIGAN DR NW, GRAND RAPIDS, MI","[-85.78844740000001, 42.97014129999999]"
"2700 MULLINS COURT NW, GRAND RAPIDS, MI","[-85.756277, 43.014092]"
"3195 WILSON DRIVE, WALKER, MI","[-85.7873329, 43.0240219]"
"2915 WALKENT DR NW, GRAND RAPIDS, MI","[-85.72021029999999, 43.0176549]"
"3100 WALKENT DRIVE, GRAND RAPIDS, MI","[-85.7142712, 43.01971200000001]"
"3251 FRUITRIDGE ROAD NW, GRAND RAPIDS, MI","[-85.7650625, 43.024169]"
"2900 PEACH RIDGE NW, GRAND RAPIDS, MI","[-85.7372996, 43.0176463]"
"3100 WALKER RIDGE DR, WALKER, MI","[-85.74637829999999, 43.0195853]"
"3188 WILSON, WALKER, MI","[-85.784521, 43.02371]"
"3000 WALKENT DR NW, WALKER, MI","[-85.71658029999999, 43.0183633]"
"3682 NORTHRIDGE AVENUE NW, SUITE 10, WALKER, MI","[-85.7680915, 43.0014133]"
"2712 WALKENT DRIVE NW, WALKER, MI","[-85.7195423, 43.0139785]"
"3237 UNION AVENUE SE, WYOMING, MI","[-85.65235799999999, 42.9044572]"
"2727 ORANGE AVE SE, CASCADE TWP, MI","[-85.49601779999999, 42.9146533]"
"3680 MICHIGAN ST NE, GRAND RAPIDS, MI","[-85.5793395, 42.968376]"
"3800 STAHL DR SE, GRAND RAPIDS, MI","[-85.5732801, 42.9145332]"
"N2404 HIGHWAY US-41, MENOMINEE, MI","[-87.6093319, 45.19926969999999]"
"4720 CLAY AVE SW, GRAND RAPIDS, MI","[-85.67639439999999, 42.8783608]"
"3721 HAGEN DR SE, GRAND RAPIDS, MI","[-85.6585788, 42.8957687]"
"7750 S DIVISION, GRAND RAPIDS, MI","[-85.662953, 42.8234581]"
"4000 CLAY AVENUE SW, GRAND RAPIDS, MI","[-85.6773573, 42.8896415]"
"344 MART ST. SW, GRAND RAPIDS, MI","[-85.67406749999999, 42.9158712]"
"3829  ROGER B. CHAFFEE MEMORIAL DR S.E., GRAND RAPIDS, MI","[-85.6543648, 42.8943558]"
"321 TERMINAL ST SW, GRAND RAPIDS, MI","[-85.6738268, 42.9153307]"
"4336 HANSEN ST SW, GRAND RAPIDS, MI","[-85.6753313, 42.8854057]"
"3011 HILLCROFT AVE, GRAND RAPIDS, MI","[-85.67406749999999, 42.9088854]"
"4200 ROGER B CHAFFEE MEMORIAL BLVD., GRAND RAPIDS, MI","[-85.6507123, 42.8883302]"
"310 28TH ST SE, GRAND RAPIDS, MI","[-85.6601014, 42.9118482]"
"4901  CLAY AVE. SW, GRAND RAPIDS, MI","[-85.6797643, 42.8752964]"
"3281 ROGER CHAFFEE BLVD., GRAND RAPIDS, MI","[-85.6580449, 42.904333]"
"100 28TH STREET SE, GRAND RAPIDS, MI","[-85.6636352, 42.9122882]"
"520 32ND STREET SE, GRAND RAPIDS, MI","[-85.65386629999999, 42.9054383]"
"3970 ROGER B. CHAFFEE BLVD., GRAND RAPIDS, MI","[-85.651135, 42.8916111]"
"8025 S DIVISION, GRAND RAPIDS, MI","[-85.6639562, 42.8185136]"
"379 44TH ST SW, WYOMING, MI","[-85.67438849999999, 42.8844395]"
"2945 HILLCROFT, WYOMING, MI","[-85.67406620000001, 42.9099495]"
"3300 ROGER B. CHAFFEE BLVD, WYOMING, MI","[-85.6544057, 42.9043854]"
"3750 ROGER B CHAFFEE BLVD, WYOMING, MI","[-85.6516756, 42.8956591]"
"4157 STAFFORD AVENUE SW, WYOMING, MI","[-85.67438849999999, 42.8882381]"
"3903 ROGER B CHAFFEE MEMORIAL DR, WYOMING, MI","[-85.6541641, 42.892943]"
"3513 LOUSMA DR SE, WYOMING, MI","[-85.6578564, 42.90007070000001]"
"4175  DANVERS CT. SE, KENTWOOD, MI","[-85.5527662, 42.88738439999999]"
"4436  DONKER COURT SE, KENTWOOD, MI","[-85.556546, 42.88623949999999]"
"201  HAYNES ST., CADILLAC, MI","[-85.40740640000001, 44.2529856]"
"1405 SIXTH AVE, CADILLAC, MI","[-85.41804979999999, 44.2628683]"
"603 WEST SEVENTH ST., CADILLAC, MI","[-85.4145348, 44.2601567]"
"1507 SOUTH LAKE MITCHELL STREET, CADILLAC, MI","[-85.47739709999999, 44.2290589]"
"1100 WRIGHT ST, CADILLAC, MI","[-85.4224034, 44.2566897]"
"1500  4TH AVE., CADILLAC, MI","[-85.4132582, 44.2618477]"
"1340 MARTY PAUL STREET, CADILLAC, MI","[-85.4300971, 44.2624288]"
"111 S SIMONS, CADILLAC, MI","[-85.39352269999999, 44.2476719]"
"1525 MILTNER ST., CADILLAC, MI","[-85.435085, 44.26347029999999]"
"702 NORTH MITCHELL, CADILLAC, MI","[-85.4035758, 44.2561932]"
"1637  MARTY PAUL  STREET, CADILLAC, MI","[-85.4310642, 44.2658431]"
"600  SEVENTH ST., CADILLAC, MI","[-85.41804979999999, 44.26109539999999]"
"6621 W. DIVISION STREET, CADILLAC, MI","[-85.4437226, 44.2526279]"
"460 PEARL, CADILLAC, MI","[-85.4048732, 44.2379306]"
"3811 S 41 ROAD, CADILLAC, MI","[-85.416477, 44.2338373]"
"1200 EIGHTH AVE, CADILLAC, MI","[-85.4193052, 44.2656545]"
"400 HOBART STREET, CADILLAC, MI","[-85.3896627, 44.2454744]"
"2500 WEIGEL ST., CADILLAC, MI","[-85.44421609999999, 44.26386979999999]"
"701 6TH ST, CADILLAC, MI","[-85.4181371, 44.2591685]"
"609  13 TH. ST., CADILLAC, MI","[-85.3974061, 44.26693789999999]"
"925  FRISBIE ST., CADILLAC, MI","[-85.42224209999999, 44.26333160000001]"
"1552  MILTNER ST., CADILLAC, MI","[-85.4357809, 44.264093]"
"230 SEVENTH STREET, CADILLAC, MI","[-85.4101481, 44.2621083]"
"510 5TH STREET, CADILLAC, MI","[-85.4151165, 44.258827]"
"1548N. MITCHELL STREET, CADILLAC, MI","[-85.4062713, 44.2730061]"
"SECTION 27, CHESTONIA TWP, MI","[-85.0280362, 44.985351]"
"2467 CEDAR RIVER ROAD, CHESTONIA TWP, MI","[-85.0689079, 44.997046]"
"SECTION 9, EAST JORDAN, MI","[-85.1272839, 45.15450980000001]"
"SECTION 12, EAST JORDAN, MI","[-85.1242254, 45.1580628]"
"NW SEC 23 T30N R5W, STAR TWP, MI","[-84.90281279999999, 44.9798351]"
"NW 1/4 SW 1/4 SE 1/4 SEC 35, STAR TWP, MI","[-85.60236429999999, 44.3148443]"
"SW SW SEC 1 T30N R5W, STAR TWP, MI","[-84.90281279999999, 44.9798351]"
"HELENA 23 CPF, ALDEN, MI","[-85.2756184, 44.8811151]"
"HELENA 25 CPF, ALDEN, MI","[-85.2756184, 44.8811151]"
"CLEARWATER 2, RAPID CITY, MI","[-85.2515482, 44.8081554]"
"CLEARWATER CENTRAL CPF, RAPID CITY, MI","[-85.28651359999999, 44.83459879999999]"
"11127  11 MILE RD, BEAR LAKE, MI","[-86.07302779999999, 44.4003206]"
"9536 NINE MILE RD., BEAR LAKE, MI","[-86.0719056, 44.3714082]"
"7614 ADAMSON LAKE RD., BEAR LAKE, MI","[-86.14261189999999, 44.3530585]"
"17443 PLEASANTON HWY, BEAR LAKE, MI","[-86.1058686, 44.4940256]"
"9 MILE RD, BEAR LAKE TWP, MI","[-86.1213609, 44.373065]"
"HILLARD 1 26A NE SEC 26 T26N R10W, BEAR LAKE TWP, MI","[-86.1141045, 44.39001080000001]"
"NE NE NE SEC 28, BEAR LAKE TWP, MI","[-84.8984775, 44.699407]"
"SEC 26, PLEASANTON TWP, MI","[-86.1203765, 44.4743881]"
"NW SW SE SEC 16, SPRINGDALE TWP, MI","[-85.9917437, 44.4612088]"
"T24N R14W SECTION 28, SPRINGDALE TWP, MI","[-85.9917437, 44.4612088]"
"KEARNEY 29, BELLAIRE, MI","[-85.1891174, 44.9853897]"
"KEARNEY SOUTH, BELLAIRE, MI","[-85.2111728, 44.9802822]"
"2445 CEDAR RIVER RD., BELLAIRE, MI","[-85.11834759999999, 44.9433348]"
"7820 COMFORT ROAD, BELLAIRE, MI","[-85.20241229999999, 44.9192197]"
"SW NW SEC 10 T30N R7W, BELLAIRE, MI","[-85.2111728, 44.9802822]"
"SECTION 33, CUSTER TWP, MI","[-85.16554219999999, 44.91655410000001]"
"3996 DB TRAIL, CUSTER TWP, MI","[-85.1648082, 44.917172]"
"SW NW NE SEC 13, T30N, R9W, TORCH LAKE, MI","[-99.9018131, 41.4925374]"
"3033 BENZIE HWY,, BENZIE HWY., MI","[-86.0987059, 44.58804780000001]"
"VAN DUZEN PIT, BEULAH, MI","[-86.0887394, 44.6353233]"
"1417 BEULAH HWY, BEULAH, MI","[-86.0735887, 44.6522854]"
"85 N. BENZIE BOULEVARD, BEULAH, MI","[-86.0906069, 44.6332387]"
"85 W HIGHWAY M-115, BOON, MI","[-85.58619, 44.3267014]"
"7 MILE RD., BUCKLEY, MI","[-83.4192468, 42.4251442]"
"CENTRAL LAKE 15 CPF, CENTRAL LAKE, MI","[-85.2631019, 45.0588327]"
"ECHO TWP SE NW SW SEC 14, CENTRAL LAKE, MI","[-85.2645105, 45.0700047]"
"SECTION 9 SE NW SE, T31N-R7W ECHO TOWNSHIP, CENTRAL LAKE, MI","[-85.2645105, 45.0700047]"
"SE 1/4 SEC 13 T31N R8W, CENTRAL LAKE, MI","[-85.2645105, 45.0700047]"
"SECTION 24, CENTRAL LAKE, MI","[-85.2645105, 45.0700047]"
"SE 1/4 SECTION 15 T24N R13W, CLEON TWP, MI","[-85.8690933, 44.4568465]"
"MARILLA RD, CLEON TWP, MI","[-85.8791061, 44.3814894]"
"VIADUCT RD., COPEMISH, MI","[-85.8385751, 44.4610416]"
"17863 PLAGANY RD, COPEMISH, MI","[-85.9494754, 44.44794659999999]"
"ERWIN RD CLEON TWP, COPEMISH, MI","[-85.9263045, 44.4784417]"
"SE SW SW SEC15, SPRINGDALE TWP, MI","[-85.9917437, 44.4612088]"
"5100 W STERNS RD, OTTAWA LAKE, MI","[-83.6669138, 41.7489685]"
"704 US-31, ELK RAPIDS, MI","[-85.4113374, 44.8913234]"
"625 ONTARIO STREET, DE TOUR, MI","[-83.9021065, 45.9995201]"
"9988 WEST FRONT STREET, EMPIRE, MI","[-86.0580983, 44.8113038]"
"3433 W. EMPIRE HIGHWAY, EMPIRE, MI","[-85.9236908, 44.8050714]"
"2272 W. M-72, MAPLE CITY, MI","[-84.652693, 44.6572927]"
"SCOFIELD ROAD AND 120TH AVENUE, EVART, MI","[-85.32445109999999, 43.8285245]"
"601 W. SEVENTH STREET, EVART, MI","[-85.2673966, 43.89862900000001]"
"2246  UDELL ST., FILER CITY, MI","[-86.2855629, 44.2122165]"
"700  MEE STREET, FILER CITY, MI","[-86.28889339999999, 44.217282]"
"6331 US 31 SOUTH, GRAWN, MI","[-85.7034676, 44.664008]"
"P.O BOX 274, GRAWN, MI","[-85.6938744, 44.66402979999999]"
"8770 W 28 MILE RD, HARRIETTA, MI","[-85.7567026, 44.3237145]"
"1395 135TH AVE, HERSEY, MI","[-85.3547632, 43.8332865]"
"1251 TWIN LAKE ROAD, HERSEY, MI","[-85.4431323, 43.8328113]"
"5800 W 2 MILE, HERSEY, MI","[-85.4445164, 43.8436785]"
"14400 US 10, HERSEY, MI","[-85.3721905, 43.8790693]"
"640 NORTH MAIN STREET, HERSEY, MI","[-85.44391399999999, 43.8566805]"
"1529 SOUTH 170TH AVENUE, HERSEY, MI","[-85.4247614, 43.8386588]"
"8540 INDIAN HILL ROAD, HONOR, MI","[-86.0416856, 44.7565558]"
"1750 E GORDONVILLE ROAD, MIDLAND, MI","[-84.3009625, 43.5685471]"
"18657 HONOR HIGHWAY, INTERLOCHEN, MI","[-85.8651048, 44.6566528]"
"4000 M-137, INTERLOCHEN, MI","[-85.7670449, 44.6326848]"
"18695 HONOR HWY, INTERLOCHEN, MI","[-85.8641765, 44.6560103]"
"EIGHT MILE RD, KALEVA, MI","[-86.13889329999999, 44.35907]"
"10326 HEALY LAKE RD., KALEVA, MI","[-86.01042, 44.3888861]"
"HEALY LAKE RD, KALEVA, MI","[-86.0102611, 44.3795408]"
"14407 INDUSTRIAL DR, KALEVA, MI","[-86.0137518, 44.37623869999999]"
"SW SEC 9, T23N, R14W, MAPLE GRV TWP, MI","[-85.60236429999999, 44.3148443]"
"606 S PARK DRIVE, KALKASKA, MI","[-85.1661987, 44.73233750000001]"
"406 WEST PARK STREET, KALKASKA, MI","[-85.16819439999999, 44.734291]"
"3947 US 131 NORTH, KALKASKA, MI","[-85.161304, 44.77120499999999]"
"2170  RABOURN RD. NE, KALKASKA, MI","[-85.1294389, 44.7718245]"
"4936  STATE RD. NE, KALKASKA, MI","[-85.073038, 44.7715769]"
"6250 CUNNINGHAM RD, KALKASKA, MI","[-85.0273624, 44.8056124]"
"SECTION 10, KALKASKA, MI","[-85.1866007, 44.7396154]"
"111 W. PARK DR., KALKASKA, MI","[-85.1676214, 44.7341381]"
"1250 MICHCON LANE, KALKASKA, MI","[-85.2026906, 44.6931772]"
"108 OAK STREET, KALKASKA, MI","[-85.1759634, 44.7314031]"
"11155 TWIN LAKE RD, KALKASKA, MI","[-84.93289519999999, 44.80509199999999]"
"13806 CAMERON BRIDGE RD., KALKASKA, MI","[-84.86981689999999, 44.79871110000001]"
"COUNTY ROAD 612 (SEC 32 BLUE LAKE TWP), KALKASKA, MI","[-84.90837719999999, 44.7712264]"
"CTY RD 612, KALKASKA, MI","[-85.15714550000001, 44.7427662]"
"500 SMITH LAKE RD, KALKASKA, MI","[-85.2322719, 44.72077110000001]"
"3301 WOOD RD, KALKASKA, MI","[-85.1062587, 44.8009316]"
"SUNSET TRAIL, KALKASKA, MI","[-85.004351, 44.640885]"
"1510 THOMAS ROAD SW, KALKASKA, MI","[-85.2042913, 44.6849542]"
"7999 SUNSET TRAIL NE, KALKASKA, MI","[-84.9601656, 44.8166799]"
"1750 PROUGH ROAD SW, KALKASKA, MI","[-85.19505219999999, 44.6945546]"
"SOUTH MAPLE STREET, KALKASKA, MI","[-85.1772067, 44.730533]"
"TWIN LAKE RD, KALKASKA, MI","[-84.9169548, 44.7999549]"
"SE SECTION 12, T25N, R5W, EIGHT POINT RD, KALKASKA, MI","[-84.8911069, 44.568689]"
"STATE GARFIELD 9/10 SEC 9, KALKASKA, MI","[-85.0649071, 44.556663]"
"10 EAST DRESDEN ST, KALKASKA, MI","[-85.1771819, 44.735358]"
"NW 1/4, NE 1/4, SECTION 22 T27N R8W, KALKASKA TWP, MI","[-85.21012689999999, 44.731613]"
"SEC 13 NW 4 T 27N R 8W KALKASKA TWP, KALKASKA TWP, MI","[-85.1736038, 44.7335761]"
"SE 1/4 SE 1/4 SECT 21, KALKASKA TWP, MI","[-85.21012689999999, 44.731613]"
"4600 CAIRN HWY, KEWADIN, MI","[-85.3533245, 44.96428849999999]"
"NE NW NE SEC 11, TORCH LAKE, MI","[-99.9018131, 41.4925374]"
"NW 1/4 SEC 20 T26N R09W - UNION TWP, FIFE LAKE, MI","[-85.3538908, 44.6125358]"
"550 CLOUS ROAD, KINGSLEY, MI","[-85.5844815, 44.5998341]"
"CENTER RD., KINGSLEY, MI","[-85.6150891, 44.5555234]"
"BLAIR TOWNHALL RD, KINGSLEY, MI","[-85.6382965, 44.6429435]"
"1560 WEST HOUGHTON LAKE RD, LAKE CITY, MI","[-85.1263065, 44.3386001]"
"7361 N 7 MILE RD, LAKE CITY, MI","[-85.0753701, 44.4425485]"
"5122 W HOUGHTON LAKE RD, LAKE CITY, MI","[-85.19778339999999, 44.33984419999999]"
"4150 N WOLCOTT RD, LAKE CITY, MI","[-85.211303, 44.3988883]"
"15 KALKASKA RD., LAKE CITY, MI","[-85.2102216, 44.3199168]"
"107 EAST OAK STREET, LELAND, MI","[-85.75966869999999, 45.0186701]"
"23095 14 MILE RD, LEROY, MI","[-85.5433485, 44.0169065]"
"17 MILE RD, LEROY, MI","[-85.3106342, 44.0595775]"
"4790 N MACKINAW TRL, LEROY, MI","[-85.44456869999999, 44.0432242]"
"6251 GERWOUDE DR, MCBAIN, MI","[-85.21823959999999, 44.1998428]"
"130 ROLAND ST, MCBAIN, MI","[-85.210199, 44.19336149999999]"
"6751 W. GERWOUDE DR., MCBAIN, MI","[-85.220434, 44.2034943]"
"NW4 NE4 SEC 31 T30N R6W, CHESTONIA TWP, MI","[-85.07755499999999, 45.0602843]"
"NW NW SE, SECTION 20, T29N-R7W, CUSTER TWP, MI","[-85.16554219999999, 44.91655410000001]"
"10000  PFLUM RD., MANCELONA, MI","[-84.9690481, 44.8446897]"
"UNKNOWN, MANCELONA, MI","[-85.112632, 44.742872]"
"11775 SAND LAKE RD, MANCELONA, MI","[-84.92089690000002, 44.8605966]"
"611 NE LIMITS, MANCELONA, MI","[-85.0520093, 44.9081251]"
"309 N. DANFORTH, MANCELONA, MI","[-85.055949, 44.905475]"
"SW  SW  SEC 19 T29N R6W, MANCELONA, MI","[-85.0608848, 44.902229]"
"NE NE T29N R5W SEC 21, MANCELONA, MI","[-85.0608848, 44.902229]"
"MANCELONA TWP SEC 8 T29N R5W NW NE NW, MANCELONA, MI","[-85.0608848, 44.902229]"
"NW14 NW14 SEC 17, MANCELONA TWP, MI","[-84.957681, 44.907574]"
"NE4 SW4 T29N R6W SEC 4, MANCELONA TWP, MI","[-84.957681, 44.907574]"
"PART OF E 1/2 OF SE 1/4...SEC 11 T 29N R6W, MANCELONA TWP, MI","[-84.957681, 44.907574]"
"650  HOAGUE RD., GRANT TWP, MI","[-86.2974764, 44.15272119999999]"
"315 WASHINGTON ST, MANISTEE, MI","[-86.32238459999999, 44.2590757]"
"335  WASHINGTON ST., MANISTEE, MI","[-86.3221865, 44.2633198]"
"6171 CHIPPEWA HWY, MANISTEE, MI","[-86.16915850000001, 44.3326188]"
"290 WASHINGTON ST, MANISTEE, MI","[-86.32400899999999, 44.2584256]"
"3890 CAMP ROAD, MANISTEE, MI","[-86.2651786, 44.1914223]"
"COLLINS RD., MANISTEE, MI","[-86.16187099999999, 44.32698]"
"4000  FISK RD., MANISTEE, MI","[-86.2131833, 44.2924647]"
"SCHOEDEL RD, MANISTEE, MI","[-86.22726139999999, 44.3169811]"
"1800  EASTLAKE RD., MANISTEE, MI","[-86.2890455, 44.2264554]"
"1965 PINE CREEK RD, MANISTEE, MI","[-86.2646233, 44.24666999999999]"
"180  6TH STREET, MANISTEE, MI","[-86.310259, 44.2419017]"
"T22N R15W SEC 10 NE SW NW, MANISTEE, MI","[-86.324253, 44.2444473]"
"200 EAST RIVER STREET, MANISTEE, MI","[-86.3133173, 44.25117119999999]"
"6660 RIVER RD, MANISTEE, MI","[-86.16841699999999, 44.3025782]"
"SCHOEDEL RD, MANISTEE TWP, MI","[-86.22726139999999, 44.3169811]"
"NE SE SE SEC 30 COLFAX TWP, THOMPSONVILLE, MI","[-85.9439718, 44.5202794]"
"11300 E 14 MILE RD, MANTON, MI","[-85.3524886, 44.4251993]"
"990 NORTH MACKINAW TRAIL, MANTON, MI","[-85.39894389999999, 44.4108396]"
"1033 KASSON CENTER RD., MAPLE CITY, MI","[-85.8778806, 44.8164088]"
"1033 KASSON CENTER RD., MAPLE CITY, MI","[-85.8778806, 44.8164088]"
"518 E. TRAVERSE HIGHWAY, MAPLE CITY, MI","[-85.8479837, 44.7887116]"
"10282 SOUTH PIERCE RD., MAPLE CITY, MI","[-85.88580759999999, 44.8305354]"
"173 EAST KASSON ROAD, MAPLE CITY, MI","[-85.8515626, 44.8050054]"
"SEC 22 T28N R13W, MAPLE CITY, MI","[-85.85557299999999, 44.8554579]"
"12488 NEWMAN RD, MAPLE CITY, MI","[-85.87793889999999, 44.8001276]"
"8634 CENTER ROAD, MAPLE CITY, MI","[-85.8561008, 44.8543939]"
"1631 WEST BURDICKVILLE RD, MAPLE CITY, MI","[-85.8888559, 44.85413459999999]"
"8613  PINE RD., CHURCH BRIDGE, MI","[-85.60236429999999, 44.3148443]"
"NW 1/4 NW 1/4 OF SEC 12, HARRISON, MI","[-84.7994675, 44.0191862]"
"18811 5TH AVE, MARION, MI","[-85.09783689999999, 43.99903270000001]"
"22683 20TH AVE, MARION, MI","[-85.12778899999999, 44.1413055]"
"16938 70TH AVENUE, MARION, MI","[-85.226776, 44.0591416]"
"GEMBIS MCDONALD 1 10 NW SEC10 T26N R10W, EAST BAY TWP, MI","[-85.49941919999999, 44.7059127]"
"3271 HARRAND RD, MAYFIELD, MI","[-85.6431832, 44.5665632]"
"STATE WEXFORD A1-18, MESICK, MI","[-85.7127622, 44.3957584]"
"4554 13 MILE ROAD, MESICK, MI","[-86.12972970000001, 44.43106150000001]"
"6550 M-37 NORTH, MESICK, MI","[-85.6958834, 44.4328014]"
"NE 1/4 PF NE 1/4 SEC 4, MANISTEE TWP, MI","[-86.2361744, 44.2807362]"
"499 WOOD ROAD, RAPID CITY, MI","[-85.1860796, 44.8004478]"
"499 WOOD ROAD, RAPID CITY, MI","[-85.1860796, 44.8004478]"
"SEC 29 T18N R10W, LINCOLN TWP, MI","[-84.8984775, 43.9443492]"
"7677  230TH AVE., REED CITY, MI","[-85.5430131, 43.9050829]"
"10585 W 5 MILE ROAD, REED CITY, MI","[-85.5205307, 43.8878575]"
"521 NORTH PARK STREET, REED CITY, MI","[-85.5141307, 43.880351]"
"4353 U.S.10, SEARS, MI","[-85.1738171, 43.900338]"
"7804 BOARDMAN ROAD SW, S BOARDMAN, MI","[-85.2027749, 44.6403405]"
"BROOMHEAD RD, S BOARDMAN, MI","[-85.3736899, 44.7277778]"
"16962 VONDRA RD, THOMPSONVILLE, MI","[-85.95942269999999, 44.4999012]"
"NW T26N R10W SEC 17, EAST BAY TWP, MI","[-85.49941919999999, 44.7059127]"
"MAYFIELD TWP, MAYFIELD, MI","[-83.2720082, 43.1125693]"
"SEC 34, T30N, R4E, RUST TWP, MI","[-83.9509886, 44.9520889]"
"205 GARLAND STREET, TRAVERSE CITY, MI","[-85.6256202, 44.7652594]"
"2900 CASS ROAD, TRAVERSE CITY, MI","[-85.6208012, 44.7299036]"
"2900 CASS ROAD, TRAVERSE CITY, MI","[-85.6208012, 44.7299036]"
"801 INDUSTRIAL CIRCLE, TRAVERSE CITY, MI","[-85.5593332, 44.7206874]"
